symbol,name,sector,exchange
SOLARA,Solara Active Pharma Sciences Limited,NSE Equity,NS
SOLARINDS,Solar Industries India Limited,NSE Equity,NS
SOLARWORLD,Solarworld Energy Solutions Limited,NSE Equity,NS
SOLEX,Solex Energy Limited,NSE Equity,NS
SOMANYCERA,Somany Ceramics Limited,NSE Equity,NS
SOMATEX,Soma Textiles & Industries Limited,NSE Equity,NS
SOMICONVEY,Somi Conveyor Beltings Limited,NSE Equity,NS
SONACOMS,Sona BLW Precision Forgings Limited,NSE Equity,NS
SONAMLTD,SONAM LIMITED,NSE Equity,NS
SONATSOFTW,Sonata Software Limited,NSE Equity,NS
SOTL,Savita Oil Technologies Limited,NSE Equity,NS
SOUTHBANK,The South Indian Bank Limited,NSE Equity,NS
SOUTHWEST,South West Pinnacle Exploration Limited,NSE Equity,NS
SPAL,S. P. Apparels Limited,NSE Equity,NS
SPANDANA,Spandana Sphoorty Financial Limited,NSE Equity,NS
SPARC,Sun Pharma Advanced Research Company Limited,NSE Equity,NS
SPCENET,Spacenet Enterprises India Limited,NSE Equity,NS
SPECIALITY,Speciality Restaurants Limited,NSE Equity,NS
SPECTRUM,Spectrum Electrical Industries Limited,NSE Equity,NS
SPENCERS,Spencer's Retail Limited,NSE Equity,NS
SPIC,Southern Petrochemicals Industries Corporation  Limited,NSE Equity,NS
SPLIL,SPL Industries Limited,NSE Equity,NS
SPLPETRO,Supreme Petrochem Limited,NSE Equity,NS
SPMLINFRA,SPML Infra Limited,NSE Equity,NS
SPORTKING,Sportking India Limited,NSE Equity,NS
SRD,Shankar Lal Rampal Dye-Chem Limited,NSE Equity,NS
SREEL,Sreeleathers Limited,NSE Equity,NS
SRF,SRF Limited,NSE Equity,NS
SRGHFL,SRG Housing Finance Limited,NSE Equity,NS
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,NSE Equity,NS
SRM,SRM Contractors Limited,NSE Equity,NS
SRPL,Shree Ram Proteins Limited,NSE Equity,NS
SSDL,Saraswati Saree Depot Limited,NSE Equity,NS
SSWL,Steel Strips Wheels Limited,NSE Equity,NS
STALLION,Stallion India Fluorochemicals Limited,NSE Equity,NS
STANLEY,Stanley Lifestyles Limited,NSE Equity,NS
STAR,Strides Pharma Science Limited,NSE Equity,NS
STARCEMENT,Star Cement Limited,NSE Equity,NS
STARHEALTH,Star Health and Allied Insurance Company Limited,NSE Equity,NS
STARPAPER,Star Paper Mills Limited,NSE Equity,NS
STARTECK,Starteck Finance Limited,NSE Equity,NS
STCINDIA,The State Trading Corporation of India Limited,NSE Equity,NS
STEELCAS,Steelcast Limited,NSE Equity,NS
STEELCITY,Steel City Securities Limited,NSE Equity,NS
STEELXIND,STEEL EXCHANGE INDIA LIMITED,NSE Equity,NS
STEL,Stel Holdings Limited,NSE Equity,NS
STERTOOLS,Sterling Tools Limited,NSE Equity,NS
STLNETWORK,STL Networks Limited,NSE Equity,NS
STLTECH,Sterlite Technologies Limited,NSE Equity,NS
STOVEKRAFT,Stove Kraft Limited,NSE Equity,NS
STUDDS,Studds Accessories Limited,NSE Equity,NS
STYL,Seshaasai Technologies Limited,NSE Equity,NS
STYLAMIND,Stylam Industries Limited,NSE Equity,NS
STYLEBAAZA,Baazar Style Retail Limited,NSE Equity,NS
STYRENIX,Styrenix Performance Materials Limited,NSE Equity,NS
SUBEXLTD,Subex Limited,NSE Equity,NS
SUBROS,Subros Limited,NSE Equity,NS
SUDARSCHEM,Sudarshan Chemical Industries Limited,NSE Equity,NS
SUDEEPPHRM,Sudeep Pharma Limited,NSE Equity,NS
SUKHJITS,Sukhjit Starch & Chemicals Limited,NSE Equity,NS
SULA,Sula Vineyards Limited,NSE Equity,NS
SUMEETINDS,Sumeet Industries Limited,NSE Equity,NS
SUMICHEM,Sumitomo Chemical India Limited,NSE Equity,NS
SUMIT,Sumit Woods Limited,NSE Equity,NS
SUMMITSEC,Summit Securities Limited,NSE Equity,NS
SUNCLAY,Sundaram Clayton Limited,NSE Equity,NS
SUNDARAM,Sundaram Multi Pap Limited,NSE Equity,NS
SUNDARMFIN,Sundaram Finance Limited,NSE Equity,NS
SUNDRMBRAK,Sundaram Brake Linings Limited,NSE Equity,NS
SUNDRMFAST,Sundram Fasteners Limited,NSE Equity,NS
SUNDROP,Sundrop Brands Limited,NSE Equity,NS
SUNFLAG,Sunflag Iron And Steel Company Limited,NSE Equity,NS
SUNPHARMA,Sun Pharmaceutical Industries Limited,NSE Equity,NS
SUNTECK,Sunteck Realty Limited,NSE Equity,NS
SUNTV,Sun TV Network Limited,NSE Equity,NS
SUPERHOUSE,Superhouse Limited,NSE Equity,NS
SUPERSPIN,Super Spinning Mills Limited,NSE Equity,NS
SUPRAJIT,Suprajit Engineering Limited,NSE Equity,NS
SUPREME,Supreme Holdings & Hospitality (India) Limited,NSE Equity,NS
SUPREMEENG,Supreme Engineering Limited,NSE Equity,NS
SUPREMEIND,Supreme Industries Limited,NSE Equity,NS
SUPREMEINF,Supreme Infrastructure India Limited,NSE Equity,NS
SUPRIYA,Supriya Lifescience Limited,NSE Equity,NS
SURAJEST,Suraj Estate Developers Limited,NSE Equity,NS
SURAJLTD,Suraj Limited,NSE Equity,NS
SURAKSHA,Suraksha Diagnostic Limited,NSE Equity,NS
SURANASOL,Surana Solar Limited,NSE Equity,NS
SURANAT&P,Surana Telecom and Power Limited,NSE Equity,NS
SURYALAXMI,Suryalakshmi Cotton Mills Limited,NSE Equity,NS
SURYAROSNI,Surya Roshni Limited,NSE Equity,NS
SURYODAY,Suryoday Small Finance Bank Limited,NSE Equity,NS
SUTLEJTEX,Sutlej Textiles and Industries Limited,NSE Equity,NS
SUULD,Suumaya Industries Limited,NSE Equity,NS
SUVEN,Suven Life Sciences Limited,NSE Equity,NS
SUVIDHAA,Suvidhaa Infoserve Limited,NSE Equity,NS
SUYOG,Suyog Telematics Limited,NSE Equity,NS
SUZLON,Suzlon Energy Limited,NSE Equity,NS
SVLL,Shree Vasu Logistics Limited,NSE Equity,NS
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,NSE Equity,NS
SWANCORP,SWAN CORP LIMITED,NSE Equity,NS
SWANDEF,Swan Defence and Heavy Industries Limited,NSE Equity,NS
SWARAJENG,Swaraj Engines Limited,NSE Equity,NS
SWELECTES,Swelect Energy Systems Limited,NSE Equity,NS
SWIGGY,Swiggy Limited,NSE Equity,NS
SWSOLAR,Sterling and Wilson Renewable Energy Limited,NSE Equity,NS
SYMPHONY,Symphony Limited,NSE Equity,NS
SYNCOMF,Syncom Formulations (India) Limited,NSE Equity,NS
SYNGENE,Syngene International Limited,NSE Equity,NS
SYRMA,Syrma SGS Technology Limited,NSE Equity,NS
SYSTMTXC,Systematix Corporate Services Limited,NSE Equity,NS
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,NSE Equity,NS
TAJGVK,Taj GVK Hotels & Resorts Limited,NSE Equity,NS
TAKE,Take Solutions Limited,NSE Equity,NS
TALBROAUTO,Talbros Automotive Components Limited,NSE Equity,NS
TANLA,Tanla Platforms Limited,NSE Equity,NS
TARACHAND,Tara Chand InfraLogistic Solutions Limited,NSE Equity,NS
TARAPUR,Tarapur Transformers Limited,NSE Equity,NS
TARC,TARC Limited,NSE Equity,NS
TARIL,Transformers And Rectifiers (India) Limited,NSE Equity,NS
TARMAT,Tarmat Limited,NSE Equity,NS
TARSONS,Tarsons Products Limited,NSE Equity,NS
TASTYBITE,Tasty Bite Eatables Limited,NSE Equity,NS
TATACAP,Tata Capital Limited,NSE Equity,NS
TATACHEM,Tata Chemicals Limited,NSE Equity,NS
TATACOMM,Tata Communications Limited,NSE Equity,NS
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,NSE Equity,NS
TATAELXSI,Tata Elxsi Limited,NSE Equity,NS
TATAINVEST,Tata Investment Corporation Limited,NSE Equity,NS
TATAPOWER,Tata Power Company Limited,NSE Equity,NS
TATASTEEL,Tata Steel Limited,NSE Equity,NS
TATATECH,Tata Technologies Limited,NSE Equity,NS
TATVA,Tatva Chintan Pharma Chem Limited,NSE Equity,NS
TBOTEK,TBO Tek Limited,NSE Equity,NS
TBZ,Tribhovandas Bhimji Zaveri Limited,NSE Equity,NS
TCI,Transport Corporation of India Limited,NSE Equity,NS
TCIEXP,TCI Express Limited,NSE Equity,NS
TCIFINANCE,TCI Finance Limited,NSE Equity,NS
TCPLPACK,TCPL Packaging Limited,NSE Equity,NS
TCS,Tata Consultancy Services Limited,NSE Equity,NS
TDPOWERSYS,TD Power Systems Limited,NSE Equity,NS
TEAMGTY,Team India Guaranty Limited,NSE Equity,NS
TEAMLEASE,Teamlease Services Limited,NSE Equity,NS
TECHM,Tech Mahindra Limited,NSE Equity,NS
TECHNOE,Techno Electric & Engineering Company Limited,NSE Equity,NS
TECILCHEM,TECIL Chemicals and Hydro Power Limited,NSE Equity,NS
TEGA,Tega Industries Limited,NSE Equity,NS
TEJASNET,Tejas Networks Limited,NSE Equity,NS
TEMBO,Tembo Global Industries Limited,NSE Equity,NS
TENNIND,Tenneco Clean Air India Limited,NSE Equity,NS
TERASOFT,Tera Software Limited,NSE Equity,NS
TEXINFRA,Texmaco Infrastructure & Holdings Limited,NSE Equity,NS
TEXMOPIPES,Texmo Pipes and Products Limited,NSE Equity,NS
TEXRAIL,Texmaco Rail & Engineering Limited,NSE Equity,NS
TFCILTD,Tourism Finance Corporation of India Limited,NSE Equity,NS
TFL,Transwarranty Finance Limited,NSE Equity,NS
TGBHOTELS,TGB Banquets And Hotels Limited,NSE Equity,NS
THANGAMAYL,Thangamayil Jewellery Limited,NSE Equity,NS
THEINVEST,The Investment Trust Of India Limited,NSE Equity,NS
THEJO,Thejo Engineering Limited,NSE Equity,NS
THELEELA,Leela Palaces Hotels & Resorts Limited,NSE Equity,NS
THEMISMED,Themis Medicare Limited,NSE Equity,NS
THERMAX,Thermax Limited,NSE Equity,NS
THOMASCOOK,Thomas Cook  (India)  Limited,NSE Equity,NS
THOMASCOTT,Thomas Scott (India) Limited,NSE Equity,NS
THYROCARE,Thyrocare Technologies Limited,NSE Equity,NS
TI,Tilaknagar Industries Limited,NSE Equity,NS
TICL,Twamev Construction and Infrastructure Limited,NSE Equity,NS
TIGERLOGS,Tiger Logistics (India) Limited,NSE Equity,NS
TIIL,Technocraft Industries (India) Limited,NSE Equity,NS
TIINDIA,Tube Investments of India Limited,NSE Equity,NS
TIJARIA,Tijaria Polypipes Limited,NSE Equity,NS
TIL,TIL Limited,NSE Equity,NS
TIMETECHNO,Time Technoplast Limited,NSE Equity,NS
TIMKEN,Timken India Limited,NSE Equity,NS
TINNARUBR,Tinna Rubber and Infrastructure Limited,NSE Equity,NS
TIPSFILMS,Tips Films Limited,NSE Equity,NS
TIPSMUSIC,Tips Music Limited,NSE Equity,NS
TIRUMALCHM,Thirumalai Chemicals Limited,NSE Equity,NS
TIRUPATIFL,Tirupati Forge Limited,NSE Equity,NS
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,NSE Equity,NS
TITAN,Titan Company Limited,NSE Equity,NS
TMB,Tamilnad Mercantile Bank Limited,NSE Equity,NS
TMCV,Tata Motors Limited,NSE Equity,NS
TMPV,Tata Motors Passenger Vehicles Limited,NSE Equity,NS
TNPETRO,Tamilnadu PetroProducts Limited,NSE Equity,NS
TNPL,Tamil Nadu Newsprint & Papers Limited,NSE Equity,NS
TNTELE,Tamilnadu Telecommunication Limited,NSE Equity,NS
TOKYOPLAST,Tokyo Plast International Limited,NSE Equity,NS
TOLINS,Tolins Tyres Limited,NSE Equity,NS
TORNTPHARM,Torrent Pharmaceuticals Limited,NSE Equity,NS
TORNTPOWER,Torrent Power Limited,NSE Equity,NS
TOTAL,Total Transport Systems Limited,NSE Equity,NS
TOUCHWOOD,Touchwood Entertainment Limited,NSE Equity,NS
TPHQ,Teamo Productions HQ Limited,NSE Equity,NS
TPLPLASTEH,TPL Plastech Limited,NSE Equity,NS
TRACXN,Tracxn Technologies Limited,NSE Equity,NS
TRANSRAILL,Transrail Lighting Limited,NSE Equity,NS
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,NSE Equity,NS
TRAVELFOOD,Travel Food Services Limited,NSE Equity,NS
TREEHOUSE,Tree House Education & Accessories Limited,NSE Equity,NS
TREJHARA,TREJHARA SOLUTIONS LIMITED,NSE Equity,NS
TREL,Transindia Real Estate Limited,NSE Equity,NS
TRENT,Trent Limited,NSE Equity,NS
TRF,TRF Limited,NSE Equity,NS
TRIDENT,Trident Limited,NSE Equity,NS
TRIGYN,Trigyn Technologies Limited,NSE Equity,NS
TRITURBINE,Triveni Turbine Limited,NSE Equity,NS
TRIVENI,Triveni Engineering & Industries Limited,NSE Equity,NS
TRU,TruCap Finance Limited,NSE Equity,NS
TRUALT,TruAlt Bioenergy Limited,NSE Equity,NS
TSFINV,TSF INVESTMENTS LIMITED,NSE Equity,NS
TTKHLTCARE,TTK Healthcare Limited,NSE Equity,NS
TTKPRESTIG,TTK Prestige Limited,NSE Equity,NS
TTL,T T Limited,NSE Equity,NS
TTML,Tata Teleservices (Maharashtra) Limited,NSE Equity,NS
TVSELECT,TVS Electronics Limited,NSE Equity,NS
TVSHLTD,TVS Holdings Limited,NSE Equity,NS
TVSMOTOR,TVS Motor Company Limited,NSE Equity,NS
TVSSCS,TVS Supply Chain Solutions Limited,NSE Equity,NS
TVSSRICHAK,TVS Srichakra Limited,NSE Equity,NS
TVTODAY,TV Today Network Limited,NSE Equity,NS
TVVISION,TV Vision Limited,NSE Equity,NS
UBL,United Breweries Limited,NSE Equity,NS
UCAL,UCAL LIMITED,NSE Equity,NS
UCOBANK,UCO Bank,NSE Equity,NS
UDS,Updater Services Limited,NSE Equity,NS
UEL,Ujaas Energy Limited,NSE Equity,NS
UFBL,United Foodbrands Limited,NSE Equity,NS
UFLEX,UFLEX Limited,NSE Equity,NS
UFO,UFO Moviez India Limited,NSE Equity,NS
UGARSUGAR,The Ugar Sugar Works Limited,NSE Equity,NS
UGROCAP,Ugro Capital Limited,NSE Equity,NS
UJJIVANSFB,Ujjivan Small Finance Bank Limited,NSE Equity,NS
ULTRACEMCO,UltraTech Cement Limited,NSE Equity,NS
UMAEXPORTS,Uma Exports Limited,NSE Equity,NS
UMESLTD,Usha Martin Education & Solutions Limited,NSE Equity,NS
UMIYA-MRO,UMIYA BUILDCON LIMITED,NSE Equity,NS
UNICHEMLAB,Unichem Laboratories Limited,NSE Equity,NS
UNIDT,United Drilling Tools Limited,NSE Equity,NS
UNIECOM,Unicommerce Esolutions Limited,NSE Equity,NS
UNIENTER,Uniphos Enterprises Limited,NSE Equity,NS
UNIINFO,Uniinfo Telecom Services Limited,NSE Equity,NS
UNIMECH,Unimech Aerospace and Manufacturing Limited,NSE Equity,NS
UNIONBANK,Union Bank of India,NSE Equity,NS
UNIPARTS,Uniparts India Limited,NSE Equity,NS
UNITDSPR,United Spirits Limited,NSE Equity,NS
UNITECH,Unitech Limited,NSE Equity,NS
UNITEDPOLY,United Polyfab Gujarat Limited,NSE Equity,NS
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,NSE Equity,NS
UNIVAFOODS,Univa Foods Limited,NSE Equity,NS
UNIVASTU,Univastu India Limited,NSE Equity,NS
UNIVCABLES,Universal Cables Limited,NSE Equity,NS
UNIVPHOTO,Universus Photo Imagings Limited,NSE Equity,NS
UNOMINDA,UNO Minda Limited,NSE Equity,NS
UPL,UPL Limited,NSE Equity,NS
URAVIDEF,Uravi Defence and Technology Limited,NSE Equity,NS
URBANCO,Urban Company Limited,NSE Equity,NS
URJA,Urja Global Limited,NSE Equity,NS
USHAMART,Usha Martin Limited,NSE Equity,NS
USK,Udayshivakumar Infra Limited,NSE Equity,NS
UTIAMC,UTI Asset Management Company Limited,NSE Equity,NS
UTKARSHBNK,Utkarsh Small Finance Bank Limited,NSE Equity,NS
UTLSOLAR,Fujiyama Power Systems Limited,NSE Equity,NS
UTTAMSUGAR,Uttam Sugar Mills Limited,NSE Equity,NS
UYFINCORP,U. Y. Fincorp Limited,NSE Equity,NS
V2RETAIL,V2 Retail Limited,NSE Equity,NS
VADILALIND,Vadilal Industries Limited,NSE Equity,NS
VAIBHAVGBL,Vaibhav Global Limited,NSE Equity,NS
VAISHALI,Vaishali Pharma Limited,NSE Equity,NS
VAKRANGEE,Vakrangee Limited,NSE Equity,NS
VALIANTLAB,Valiant Laboratories Limited,NSE Equity,NS
VALIANTORG,Valiant Organics Limited,NSE Equity,NS
VARDHACRLC,Vardhman Acrylics Limited,NSE Equity,NS
VARDMNPOLY,Vardhman Polytex Limited,NSE Equity,NS
VARROC,Varroc Engineering Limited,NSE Equity,NS
VASCONEQ,Vascon Engineers Limited,NSE Equity,NS
VASWANI,Vaswani Industries Limited,NSE Equity,NS
VBL,Varun Beverages Limited,NSE Equity,NS
VCL,Vaxtex Cotfab Limited,NSE Equity,NS
VEDL,Vedanta Limited,NSE Equity,NS
VEEDOL,Veedol Corporation Limited,NSE Equity,NS
VENKEYS,Venky's (India) Limited,NSE Equity,NS
VENTIVE,Ventive Hospitality Limited,NSE Equity,NS
VENUSPIPES,Venus Pipes & Tubes Limited,NSE Equity,NS
VENUSREM,Venus Remedies Limited,NSE Equity,NS
VERANDA,Veranda Learning Solutions Limited,NSE Equity,NS
VERTOZ,Vertoz Limited,NSE Equity,NS
VESUVIUS,Vesuvius India Limited,NSE Equity,NS
VETO,Veto Switchgears And Cables Limited,NSE Equity,NS
VGL,VARVEE GLOBAL LIMITED,NSE Equity,NS
VGUARD,V-Guard Industries Limited,NSE Equity,NS
VHL,Vardhman Holdings Limited,NSE Equity,NS
VHLTD,Viceroy Hotels Limited,NSE Equity,NS
VIDHIING,Vidhi Specialty Food Ingredients Limited,NSE Equity,NS
VIDYAWIRES,Vidya Wires Limited,NSE Equity,NS
VIJAYA,Vijaya Diagnostic Centre Limited,NSE Equity,NS
VIJIFIN,Viji Finance Limited,NSE Equity,NS
VIKASECO,Vikas EcoTech Limited,NSE Equity,NS
VIKASLIFE,Vikas Lifecare Limited,NSE Equity,NS
VIKRAMSOLR,Vikram Solar Limited,NSE Equity,NS
VIKRAN,Vikran Engineering Limited,NSE Equity,NS
VIMTALABS,Vimta Labs Limited,NSE Equity,NS
VINATIORGA,Vinati Organics Limited,NSE Equity,NS
VINCOFE,Vintage Coffee And Beverages Limited,NSE Equity,NS
VINDHYATEL,Vindhya Telelinks Limited,NSE Equity,NS
VINEETLAB,Vineet Laboratories Limited,NSE Equity,NS
VINNY,Vinny Overseas Limited,NSE Equity,NS
VINYLINDIA,Vinyl Chemicals (India) Limited,NSE Equity,NS
VIPCLOTHNG,VIP Clothing Limited,NSE Equity,NS
VIPIND,VIP Industries Limited,NSE Equity,NS
VIPULLTD,Vipul Limited,NSE Equity,NS
VIRINCHI,Virinchi Limited,NSE Equity,NS
VISAKAIND,Visaka Industries Limited,NSE Equity,NS
VISASTEEL,Visa Steel Limited,NSE Equity,NS
VISHNU,Vishnu Chemicals Limited,NSE Equity,NS
VISHWARAJ,Vishwaraj Sugar Industries Limited,NSE Equity,NS
VIVIDHA,Visagar Polytex Limited,NSE Equity,NS
VIVIMEDLAB,Vivimed Labs Limited,NSE Equity,NS
VLEGOV,VL E-Governance & IT Solutions Limited,NSE Equity,NS
VLSFINANCE,VLS Finance Limited,NSE Equity,NS
VMART,V-Mart Retail Limited,NSE Equity,NS
VMM,Vishal Mega Mart Limited,NSE Equity,NS
VMSTMT,VMS TMT Limited,NSE Equity,NS
VOLTAMP,Voltamp Transformers Limited,NSE Equity,NS
VOLTAS,Voltas Limited,NSE Equity,NS
VPRPL,Vishnu Prakash R Punglia Limited,NSE Equity,NS
VRAJ,Vraj Iron and Steel Limited,NSE Equity,NS
VRLLOG,VRL Logistics Limited,NSE Equity,NS
VSSL,Vardhman Special Steels Limited,NSE Equity,NS
VSTIND,VST Industries Limited,NSE Equity,NS
VSTL,Vibhor Steel Tubes Limited,NSE Equity,NS
VSTTILLERS,V.S.T Tillers Tractors Limited,NSE Equity,NS
VTL,Vardhman Textiles Limited,NSE Equity,NS
WAAREEENER,Waaree Energies Limited,NSE Equity,NS
WAAREEINDO,Indosolar Limited,NSE Equity,NS
WAAREERTL,Waaree Renewable Technologies Limited,NSE Equity,NS
WABAG,VA Tech Wabag Limited,NSE Equity,NS
WAKEFIT,Wakefit Innovations Limited,NSE Equity,NS
WALCHANNAG,Walchandnagar Industries Limited,NSE Equity,NS
WANBURY,Wanbury Limited,NSE Equity,NS
WCIL,Western Carriers (India) Limited,NSE Equity,NS
WEALTH,Wealth First Portfolio Managers Limited,NSE Equity,NS
WEBELSOLAR,Websol Energy System Limited,NSE Equity,NS
WEIZMANIND,Weizmann Limited,NSE Equity,NS
WEL,Wonder Electricals Limited,NSE Equity,NS
WELCORP,Welspun Corp Limited,NSE Equity,NS
WELENT,Welspun Enterprises Limited,NSE Equity,NS
WELINV,Welspun Investments and Commercials Limited,NSE Equity,NS
WELSPUNLIV,Welspun Living Limited,NSE Equity,NS
WENDT,Wendt (India) Limited,NSE Equity,NS
WESTLIFE,WESTLIFE FOODWORLD LIMITED,NSE Equity,NS
WEWIN,WE WIN LIMITED,NSE Equity,NS
WEWORK,WeWork India Management Limited,NSE Equity,NS
WHEELS,Wheels India Limited,NSE Equity,NS
WHIRLPOOL,Whirlpool of India Limited,NSE Equity,NS
WILLAMAGOR,Williamson Magor & Company Limited,NSE Equity,NS
WINDLAS,Windlas Biotech Limited,NSE Equity,NS
WINDMACHIN,Windsor Machines Limited,NSE Equity,NS
WINSOME,Winsome Yarns Limited,NSE Equity,NS
WIPL,The Western India Plywoods Limited,NSE Equity,NS
WIPRO,Wipro Limited,NSE Equity,NS
WOCKPHARMA,Wockhardt Limited,NSE Equity,NS
WONDERLA,Wonderla Holidays Limited,NSE Equity,NS
WORTHPERI,Worth Peripherals Limited,NSE Equity,NS
WSI,W S Industries (I) Limited,NSE Equity,NS
WSTCSTPAPR,West Coast Paper Mills Limited,NSE Equity,NS
XCHANGING,Xchanging Solutions Limited,NSE Equity,NS
XELPMOC,Xelpmoc Design And Tech Limited,NSE Equity,NS
XPROINDIA,Xpro India Limited,NSE Equity,NS
XTGLOBAL,Xtglobal Infotech Limited,NSE Equity,NS
YASHO,Yasho Industries Limited,NSE Equity,NS
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,NSE Equity,NS
YATRA,Yatra Online Limited,NSE Equity,NS
YESBANK,Yes Bank Limited,NSE Equity,NS
YUKEN,Yuken India Limited,NSE Equity,NS
ZAGGLE,Zaggle Prepaid Ocean Services Limited,NSE Equity,NS
ZEEL,Zee Entertainment Enterprises Limited,NSE Equity,NS
ZEELEARN,Zee Learn Limited,NSE Equity,NS
ZEEMEDIA,Zee Media Corporation Limited,NSE Equity,NS
ZENITHEXPO,Zenith Exports Limited,NSE Equity,NS
ZENITHSTL,Zenith Steel Pipes & Industries Limited,NSE Equity,NS
ZENSARTECH,Zensar Technologies Limited,NSE Equity,NS
ZENTEC,Zen Technologies Limited,NSE Equity,NS
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,NSE Equity,NS
ZIMLAB,Zim Laboratories Limited,NSE Equity,NS
ZODIAC,Zodiac Energy Limited,NSE Equity,NS
ZODIACLOTH,Zodiac Clothing Company Limited,NSE Equity,NS
ZOTA,Zota Health Care LImited,NSE Equity,NS
ZUARI,Zuari Agro Chemicals Limited,NSE Equity,NS
ZUARIIND,ZUARI INDUSTRIES LIMITED,NSE Equity,NS
ZYDUSLIFE,Zydus Lifesciences Limited,NSE Equity,NS
ZYDUSWELL,Zydus Wellness Limited,NSE Equity,NS
